business_code,name,restaurant_type,part_of_hotel,hotel,ambience_score,tour_category,tci_score,city_name
FB80318,Cafe 9,coffee-shop,True,HO10697,5.3,Food,5.3,New Delhi
FB81261,Pavilion,coffee-shop,True,HO11572,6.0,Food,6.0,Karur
FB80386,F.U.N.,coffee-shop,True,HO10482,5.5,Food,5.5,Puducherry (Pondicherry)
FB80295,Nook,coffee-shop,True,HO10046,6.8,Food,6.8,New Delhi
FB80435,Pavilion,coffee-shop,True,HO10305,8.6,Food,8.6,New Delhi
FB80777,Citrus Cafe,coffee-shop,True,HO10963,5.9,Food,5.9,Dehradun
FB80803,KB Cafe,coffee-shop,True,HO10831,6.8,Food,6.8,Jaisalmer
FB80898,24-Jul,coffee-shop,True,HO11312,6.9,Food,6.9,Bengaluru
FB80014,Svanga Kitchen,coffee-shop,True,HO10011,8.6,Food,8.6,Agra
FB81489,Royal Flavour,coffee-shop,True,HO10492,6.7,Food,6.7,Ranthambore
FB80283,Okra,coffee-shop,True,HO10303,7.1,Food,7.1,Jaipur
FB80508,Masala,coffee-shop,True,HO10081,6.2,Food,6.2,Kochi (Cochin)
FB80002,New Riao,multi-cuisine,False,,9.0,Food,9.0,Agra
FB80626,The Restaurant,coffee-shop,True,HO10826,6.4,Food,6.4,Jaisalmer
FB80903,Restaurant,coffee-shop,True,HO10413,7.4,Food,7.4,Jaisalmer
FB81439,Dining Room,coffee-shop,True,HO12453,6.4,Food,6.4,Dharamshala
FB80418,Atlas World Cafe,coffee-shop,True,HO10431,6.2,Food,6.2,Bengaluru
FB81087,The Hornbill,coffee-shop,True,HO11997,6.0,Food,6.0,Munnar
FB80317,Citrus Cafe,coffee-shop,True,HO10450,6.7,Food,6.7,Jaipur
FB80561,Restaurant,coffee-shop,True,HO10092,10.0,Food,10.0,Jaipur
FB81238,Cosmos,coffee-shop,True,HO11466,7.0,Food,7.0,Agra
FB80605,Peharasi Andaz,coffee-shop,True,HO10923,5.4,Food,5.4,Bharatpur
FB81293,Dragonfly,multi-cuisine,False,,6.8,Food,8.6,New Delhi
FB80697,Zodiac,coffee-shop,True,HO11109,4.8,Food,4.8,Kolkata
FB80191,Down To Earth,coffee-shop,True,HO10361,8.8,Food,8.8,Karaikudi
FB81330,Orchid,coffee-shop,True,HO11745,6.3,Food,6.3,Bhubaneswar
FB81500,Branche,coffee-shop,True,HO11917,5.3,Food,5.3,Lucknow
FB80420,The Taragarh,coffee-shop,True,HO10296,6.6,Food,6.6,Bundi
FB80258,Edesia,coffee-shop,True,HO10459,6.2,Food,6.2,New Delhi
FB80671,Sapphire,coffee-shop,True,HO11023,6.2,Food,6.2,Udaipur (RJ)
FB80269,Citrus Cafe,coffee-shop,True,HO10519,8.2,Food,8.2,Chandigarh
FB80115,The Restaurant,coffee-shop,True,HO10336,9.4,Food,9.4,Shimla
FB80222,Garden Kebabs,coffee-shop,True,HO10451,8.0,Food,8.0,Udaipur (RJ)
FB80786,Naivedyam,coffee-shop,True,HO11214,6.4,Food,6.4,Nathdwara
FB81281,Rolling Hills Bistro,coffee-shop,True,HO12342,6.2,Food,6.2,Munnar
FB80142,Vembanad Bistro,coffee-shop,True,HO10521,7.8,Food,7.8,Kumarakom
FB81440,Rooftop Dining,coffee-shop,True,HO12548,7.6,Food,7.6,Haridwar
FB81160,Dining Area,coffee-shop,True,HO11803,5.6,Food,5.6,Bandipur
FB80341,Family Dining Hall,coffee-shop,True,HO10172,10.0,Food,10.0,Munnar
FB80459,Dining Room,multi-cuisine,True,HO10404,8.6,Food,8.6,Mysuru (Mysore)
FB80330,Courtyard,coffee-shop,True,HO10443,7.2,Food,7.2,Puducherry (Pondicherry)
FB81432,Tangelo,coffee-shop,True,HO12416,7.0,Food,7.0,Dharamshala
FB81217,Pokaran Desert Resort,coffee-shop,True,HO11422,6.2,Food,6.2,Pokhran
FB80108,Shamiana,coffee-shop,True,HO10762,7.2,Food,7.2,Jaipur
FB81380,Restaurant,coffee-shop,True,HO11139,,,,Sariska
FB80997,Skyrocca Diner,coffee-shop,True,HO11568,7.4,Food,7.4,Yercaud
FB80275,Wharf 2.0,specialty-restaurant,True,HO10248,8.0,Food,8.0,Mamallapuram (Mahabalipuram)
FB80238,Clever Fox,coffee-shop,True,HO10539,8.0,Food,8.0,Trichy (Tiruchirappalli)
FB81588,Ettukettu,specialty-restaurant,True,HO10383,7.7,Food,7.7,Kumarakom
FB81160,Dining Area,coffee-shop,True,HO11803,6.5,Food,6.5,Bandipur
FB81041,Zing,coffee-shop,True,HO10878,6.2,Food,6.2,New Delhi
FB81632,Olivia 24/7,coffee-shop,True,HO11139,4.5,Food,4.5,Sariska
FB81519,Restaurant,coffee-shop,True,HO12641,6.7,Food,6.7,Chittorgarh
FB81103,Apricot,coffee-shop,True,HO11718,6.8,Food,6.8,Goa
FB81151,The Magnolia Dining Room,coffee-shop,True,HO10660,7.6,Food,7.6,Pemayangtse (not to be used)
FB80948,Punjab Province,coffee-shop,True,HO10283,8.4,Food,8.4,Amritsar
FB80723,Latitude,coffee-shop,True,HO11115,7.0,Food,7.0,Pune
FB80535,Dining Room,coffee-shop,True,HO10069,6.8,Food,6.8,Amritsar
FB81036,The Constellation,coffee-shop,True,HO11595,6.8,Food,6.8,Indore
FB80446,Kafe-24,coffee-shop,True,HO10228,5.0,Food,5.0,Chennai
FB80309,Citrus Cafe,coffee-shop,True,HO10686,6.4,Food,6.4,Hyderabad
FB80493,The Restaurant,coffee-shop,True,HO10205,4.4,Food,4.4,Dungarpur
FB80149,Cal 27,coffee-shop,True,HO10622,8.6,Food,8.6,Kolkata
FB81336,Royal Rasoi,coffee-shop,True,HO12400,7.8,Food,7.8,Jaisalmer
FB80310,The Inhouse,coffee-shop,True,HO10778,7.1,Food,7.1,Jaisalmer
FB81399,Restaurant,coffee-shop,True,HO12505,7.7,Food,7.6,Rishikesh
FB80112,Vyom,coffee-shop,True,HO10755,8.6,Food,8.6,Jaipur
FB80174,Sunset Terrace,coffee-shop,True,HO10077,8.2,Food,8.2,Udaipur (RJ)
FB80347,The Ambiance,coffee-shop,True,HO10520,7.5,Food,7.5,Hassan
FB80417,Dining Area,coffee-shop,True,HO10804,8.6,Food,8.6,Toria
FB81082,Creeks,coffee-shop,True,HO11879,6.0,Food,6.0,Kumarakom
FB81487,Hues Coffee Shop,coffee-shop,True,HO11139,6.5,Food,6.4,Sariska
FB80828,Restaurant,coffee-shop,True,HO11155,6.0,Food,6.0,Chittorgarh
FB80934,Citrus Cafe,coffee-shop,True,HO11525,4.6,Food,4.6,Hyderabad
FB80056,STEAM & WHISTLES,bar,True,HO10026,,,,Udaipur (RJ)
FB80082,Sholla,specialty-restaurant,True,HO10026,7.6,Food,8.8,Udaipur (RJ)
FB81222,Bites,coffee-shop,True,HO10585,6.8,Food,6.8,Gurgaon
FB80951,Fate's cafe,coffee-shop,True,HO11147,6.6,Food,6.6,Ranthambore
FB81441,Tulsi Ark,coffee-shop,True,HO12365,5.0,Food,5.0,Vrindavan
FB81316,Cafe Samsara,coffee-shop,True,HO12384,8.2,Food,8.2,Thekkady (Periyar/Kumily)
FB80421,Padam Mahal,coffee-shop,True,HO10298,6.1,Food,6.1,Bikaner
FB80820,Restaurant,coffee-shop,True,HO11025,7.6,Food,7.6,Jodhpur
FB80518,The Restaurant,coffee-shop,True,HO10657,8.8,Food,8.8,Udaipur (RJ)
FB81297,Risya,coffee-shop,True,HO10796,7.0,Food,7.0,Corbett
FB80569,Restaurant,coffee-shop,True,HO10300,6.6,Food,6.6,Jodhpur
FB81117,The Cauldron,coffee-shop,True,HO12135,6.4,Food,6.4,Thekkady (Periyar/Kumily)
FB80315,Main Street,coffee-shop,True,HO10347,8.6,Food,8.6,Chennai
FB80183,Bhairo,specialty-restaurant,True,HO10437,9.4,Food,9.4,Udaipur (RJ)
FB80538,The Restaurant,coffee-shop,True,HO10020,8.1,Food,8.0,Varanasi
FB80025,1911 (Nostalgia),specialty-restaurant,True,HO10013,8.0,Food,8.0,New Delhi
FB80626,Dining Room,coffee-shop,True,HO10826,6.4,Food,6.4,Jaisalmer
FB80516,Chitvan,coffee-shop,True,HO10662,7.6,Food,7.6,Kanha
FB80824,Dining,multi-cuisine,True,HO11188,7.2,Food,7.2,Srinagar
FB81317,Diet Restaurant,coffee-shop,True,HO11313,7.0,Food,7.3,Kovalam
FB80041,Khyber,specialty-restaurant,False,,9.0,Food,9.0,Mumbai
FB81288,Hibiscus,coffee-shop,True,HO11446,4.2,Food,4.2,Kovalam
FB80146,Ferntree,coffee-shop,True,HO10684,8.8,Food,8.8,Madikeri (Coorg) (not to used)
FB80791,East Indies,coffee-shop,True,HO10194,8.8,Food,8.8,Kochi (Cochin)
FB80660,Sidak,coffee-shop,True,HO11005,7.4,Food,7.4,Amritsar
FB81171,The Restaurant,coffee-shop,True,HO12243,7.0,Food,7.0,Kathmandu
FB81050,Bade Saab,coffee-shop,True,HO12175,6.4,Food,6.4,Jaipur
FB80784,Blacksand,coffee-shop,True,HO11227,6.4,Food,6.5,Kovalam
FB80797,Lord Of The Drinks,multi-cuisine,False,,8.0,Food,8.0,New Delhi
FB81272,Palace,coffee-shop,True,HO12353,6.6,Food,6.6,Pushkar
FB81299,The Oak Tree Bistro,coffee-shop,True,HO12372,6.4,Food,6.4,Mussoorie
FB80498,Durbar Hall,coffee-shop,True,HO10097,9.4,Food,9.4,Jaipur
FB81267,Ziva,coffee-shop,True,HO11280,6.0,Food,6.0,Amritsar
FB81262,Bloom Cafe,coffee-shop,True,HO12203,6.6,Food,6.6,Mumbai
FB80312,Keraleeyam,coffee-shop,True,HO10735,7.2,Food,7.2,Kozhikode (Calicut)
FB80187,TIARA,coffee-shop,True,HO10200,8.4,Food,8.4,Mumbai
FB80526,Ocean,coffee-shop,True,HO10033,8.2,Food,8.2,Varanasi
FB81189,Restaurant,coffee-shop,True,HO12250,6.0,Food,6.0,Gorkha
FB81627,Dhanyam,coffee-shop,True,HO12786,7.0,Food,7.0,Palani
FB81585,Daawat-E-Nawab,specialty-restaurant,True,HO10005,8.0,Food,8.0,Agra
FB80596,Dining Room,coffee-shop,True,HO10197,9.1,Food,9.1,Jaipur
FB80473,Kalyana Kottagai,coffee-shop,True,HO10152,8.0,Food,8.0,Chettinadu
FB80587,Dining Hall,coffee-shop,True,HO10235,8.6,Food,8.6,Coonoor
FB80388,Spiced Bite,coffee-shop,True,HO10527,6.4,Food,6.4,Jaisalmer
FB80484,Chandni Midway,multi-cuisine,False,,8.0,Food,7.4,Narnaul
FB80339,Sapphire,coffee-shop,True,HO10390,6.0,Food,6.0,Jaipur
FB81230,Ramble,coffee-shop,True,HO12315,5.4,Food,5.4,Kasauli
FB81073,Indish,coffee-shop,True,HO11874,5.5,Food,5.5,Gwalior
FB80388,Spiced Bite,coffee-shop,True,HO10527,5.7,Food,5.7,Jaisalmer
FB80636,The Indian Rasoi,coffee-shop,True,HO10946,5.4,Food,5.4,Amritsar
FB81477,Courtyard,coffee-shop,True,HO12351,8.0,Food,8.0,Ranthambore
FB81356,On the Rocks,multi-cuisine,False,,7.9,Food,7.9,Jodhpur
FB80826,Restaurant,coffee-shop,True,HO11131,7.6,Food,7.6,Bharatpur
FB80701,Orchid,coffee-shop,True,HO11090,6.1,Food,6.1,Gandhinagar
FB80040,Gaylord,specialty-restaurant,False,,8.4,Food,9.1,Mumbai
FB81027,The Waterhole,coffee-shop,True,HO11593,4.4,Food,4.4,Bandhavgarh
FB80269,Citrus Cafe,coffee-shop,True,HO10519,7.0,Food,7.0,Chandigarh
FB81182,Restaurant,coffee-shop,True,HO12249,6.0,Food,6.0,Pokhara
FB81556,Zeebop By The Sea,multi-cuisine,False,,9.0,Food,9.0,Goa
FB80096,Surya Mahal,coffee-shop,True,HO10313,9.2,Food,9.2,Jaipur
FB81576,Abbiocco,coffee-shop,True,HO10529,8.2,Food,8.2,Pushkar
FB81557,The Restaurant,coffee-shop,True,HO12596,6.3,Food,6.3,Trichy (Tiruchirappalli)
FB80885,Pinch Of Salt,multi-cuisine,False,,9.2,Food,9.2,Khajuraho
FB81007,Dining,coffee-shop,True,HO11395,5.6,Food,5.6,Athirappilly
FB81266,Bazaar,coffee-shop,True,HO12329,7.3,Food,7.3,Madurai
FB81463,Chor Bizarre,coffee-shop,True,HO12567,8.2,Food,8.2,New Delhi
FB80251,Cappuccino,coffee-shop,True,HO10754,6.4,Food,6.4,Chennai
FB80522,Mosaic,coffee-shop,True,HO10113,5.2,Food,5.2,Jaipur
FB80409,Open House,coffee-shop,True,HO10212,6.9,Food,6.9,Thiruvananthapuram (Trivandrum)
FB81270,Bloom Cafe,coffee-shop,True,HO12331,5.8,Food,5.8,Mumbai
FB80050,Amaroso,specialty-restaurant,True,HO10026,,,,Udaipur (RJ)
FB80767,Sunflower,coffee-shop,True,HO11205,6.8,Food,6.8,Jaipur
FB80125,Lapis,coffee-shop,True,HO10239,9.0,Food,9.0,Bengaluru
FB81574,Uttarayan,coffee-shop,True,HO12634,7.3,Food,7.3,Mount Abu
FB80023,San Gimignano,specialty-restaurant,True,HO10013,9.7,Food,9.7,New Delhi
FB81163,Feast,coffee-shop,True,HO12092,6.2,Food,6.2,Ranthambore
FB80092,Gulati,specialty-restaurant,False,,8.6,Food,8.6,New Delhi
FB81570,Mabel's,coffee-shop,True,HO12664,6.4,Food,6.4,Bikaner
FB80374,The Orange,coffee-shop,True,HO10563,5.8,Food,5.8,Madurai
FB80686,Cafe Treat,coffee-shop,True,HO11048,7.4,Food,7.4,Chennai
FB80679,The Bridge,coffee-shop,True,HO11063,5.4,Food,5.4,Gurgaon
FB80404,The Garden,coffee-shop,True,HO10756,7.0,Food,7.0,Varkala
FB80130,Encounters,coffee-shop,True,HO10508,8.4,Food,8.4,Hyderabad
FB80078,Flavours,coffee-shop,True,HO10088,6.0,Food,6.0,Jaipur
FB80478,Kava,coffee-shop,True,HO10653,6.6,Food,6.6,Jodhpur
FB81403,The Konkan Cafe,specialty-restaurant,True,HO10366,9.0,Food,9.0,Mumbai
FB80003,The Salt Cafe,multi-cuisine,False,,9.0,Food,9.0,Agra
FB80527,Restaurant,coffee-shop,True,HO10544,6.7,Food,6.7,Tadoba
FB80147,The East India Room,coffee-shop,True,HO10717,8.0,Food,8.0,Kolkata
FB80108,Shamiana,coffee-shop,True,HO10762,8.0,Food,8.0,Jaipur
FB80988,Azrak,coffee-shop,True,HO10524,3.6,Food,3.6,Lucknow
FB80114,Verandah,coffee-shop,True,HO10464,9.4,Food,9.4,Mumbai
FB80118,Threesixtyone,coffee-shop,True,HO10324,8.9,Food,8.9,Gurgaon
FB80074,Taj Bano,multi-cuisine,True,HO10026,7.7,Food,8.8,Udaipur (RJ)
FB80213,North 27,coffee-shop,True,HO10022,8.4,Food,8.4,Agra
FB80377,The Banyan,coffee-shop,True,HO10400,8.2,Food,8.2,Madurai
FB81051,The High Range Club,coffee-shop,True,HO11789,5.4,Food,5.4,Munnar
FB80079,Bageecha,coffee-shop,True,HO10252,7.2,Food,7.2,Jaisalmer
FB81055,Earth,coffee-shop,True,HO12177,6.8,Food,6.8,Bekal
FB80608,The Dining Hall,coffee-shop,True,HO10925,5.4,Food,5.4,Dharamshala
FB80105,Audhi,coffee-shop,True,HO10648,8.0,Food,8.0,Jaipur
FB80396,The Grand,coffee-shop,True,HO10082,7.6,Food,7.6,Udaipur (RJ)
FB80379,Tiffin's,coffee-shop,True,HO10742,6.4,Food,6.4,Poovar
FB80745,The Cuisine,coffee-shop,True,HO11178,7.0,Food,7.0,Jojawar
FB81051,The High Range Club,coffee-shop,True,HO11789,6.3,Food,6.3,Munnar
FB80905,The Royal Root,specialty-restaurant,True,HO10103,6.4,Food,6.4,Jaipur
FB80879,The Roots Above,coffee-shop,True,HO11483,6.4,Food,6.4,Udaipur (RJ)
FB80180,Suvarna Mahal,specialty-restaurant,True,HO10010,8.7,Food,8.7,Jaipur
FB81170,La Concha,coffee-shop,True,HO11251,4.8,Food,4.8,Goa
FB80381,The Golden Palate,coffee-shop,True,HO10461,7.1,Food,7.1,Mamallapuram (Mahabalipuram)
FB80019,Sevilla,specialty-restaurant,True,HO10012,9.4,Food,9.4,New Delhi
FB80298,The Great Kabab Factory,specialty-restaurant,True,HO10191,8.4,Food,8.4,Varanasi
FB81594,Prem Bhog,specialty-restaurant,False,,8.4,Food,8.4,Rewari
FB80272,Waters Edge Cafe,coffee-shop,True,HO10248,8.0,Food,8.0,Mamallapuram (Mahabalipuram)
FB80556,Dining Room,coffee-shop,True,HO10708,6.5,Food,6.5,Jaipur
FB80110,Yellow Brick Road,coffee-shop,True,HO10321,8.6,Food,8.6,New Delhi
FB80477,Pinkcity Heritage,multi-cuisine,False,,6.6,Food,6.6,Jaipur
FB81004,Machaan Dining Hall,coffee-shop,True,HO10699,6.8,Food,6.8,Panna
FB80100,Marble Arch,coffee-shop,True,HO10001,8.0,Food,8.0,Jaipur
FB80801,Linx,coffee-shop,True,HO11458,5.8,Food,5.8,New Delhi
FB80305,Around the World,coffee-shop,True,HO10883,9.6,Food,9.6,Jaipur
FB80473,Kalyana Kottagai,coffee-shop,True,HO10152,7.3,Food,7.3,Chettinadu
FB80826,Restaurant,coffee-shop,True,HO11131,7.6,Food,6.4,Bharatpur
FB81573,Restaurant,coffee-shop,True,HO12731,5.0,Food,5.0,Kozhikode (Calicut)
FB80209,Falling Leaves,coffee-shop,True,HO10265,8.0,Food,8.0,Thekkady (Periyar/Kumily)
FB81301,Zodiac Cafe,coffee-shop,True,HO12323,6.2,Food,6.2,Bhubaneswar
FB80877,Delhi Barbeque,coffee-shop,True,HO11494,5.0,Food,5.0,New Delhi
FB80334,Citrus Cafe,coffee-shop,True,HO10733,5.7,Food,5.7,Noida
FB80410,Chandni,coffee-shop,True,HO10048,10.0,Food,10.0,Udaipur (RJ)
FB81169,Restaurant,coffee-shop,True,HO11601,6.0,Food,6.0,Narendra Nagar (UK)
FB81470,Restaurant,coffee-shop,True,HO12579,6.9,Food,6.9,Thalassery (Telicherry)
FB80853,Flavours,coffee-shop,True,HO11238,5.6,Food,5.6,Kodaikanal
FB80121,Cilantro,coffee-shop,True,HO10326,9.0,Food,9.0,Gurgaon
FB81209,The Restaurant,coffee-shop,True,HO12292,7.4,Food,7.4,Jodhpur
FB81000,Sita Madhi,coffee-shop,True,HO11028,6.0,Food,6.0,Bandhavgarh
FB81550,Ziya,specialty-restaurant,True,HO10240,9.4,Food,9.4,Mumbai
FB80507,The Barn,coffee-shop,True,HO10120,8.4,Food,8.4,Munnar
FB80369,Kigelia Court,coffee-shop,True,HO10561,8.2,Food,8.2,Jaipur
FB80037,Tribute,multi-cuisine,False,,8.2,Food,8.2,Udaipur (RJ)
FB80474,Kerala Cuisine,coffee-shop,True,HO10348,8.4,Food,8.4,Alappuzha (Alleppey)
FB80654,Zodiac,coffee-shop,True,HO10975,6.1,Food,6.1,Ahmedabad
FB81271,Chidya Ghar,coffee-shop,True,HO12346,5.2,Food,5.2,Rishikesh
FB81010,Baradari,coffee-shop,True,HO11137,7.6,Food,7.6,Ranthambore
FB81193,The Valley,coffee-shop,True,HO11821,5.4,Food,5.4,Kodaikanal
FB80275,Wharf 2.0,specialty-restaurant,True,HO10248,7.7,Food,7.7,Mamallapuram (Mahabalipuram)
FB80943,Badi Kothi,coffee-shop,True,HO11070,5.4,Food,5.4,Prayagraj
FB80766,Grand Trunk,coffee-shop,True,HO11029,8.6,Food,8.6,Amritsar
FB80196,Orchid,coffee-shop,True,HO10132,9.0,Food,8.4,Bengaluru
FB80694,Zodiac,coffee-shop,True,HO11087,4.8,Food,4.8,Bengaluru
FB81237,Le Grand Cafe,coffee-shop,True,HO11387,7.2,Food,7.2,Amritsar
FB81340,On Kourse,coffee-shop,True,HO12385,6.5,Food,6.5,Manesar
FB80991,Kaleva,coffee-shop,True,HO10951,5.0,Food,5.0,Orchha
FB80658,The Residency,coffee-shop,True,HO10981,7.2,Food,7.2,Shimla
FB80461,La Salsa,coffee-shop,True,HO10211,6.0,Food,6.0,Jaipur
FB81204,Diablo,multi-cuisine,False,,8.5,Food,8.5,New Delhi
FB80578,Restaurant,coffee-shop,True,HO10515,7.0,Food,7.0,Pushkar
FB80836,Lattice,coffee-shop,True,HO11444,6.6,Food,6.6,Agra
FB81362,Seasons,coffee-shop,True,HO10926,6.8,Food,6.8,Varanasi
FB81524,LA Mesa,multi-cuisine,True,HO10655,8.0,Food,8.0,Jaipur
FB81350,Augusta Heights,coffee-shop,True,HO12415,7.3,Food,7.3,Wayanad
FB80835,Annapurna,coffee-shop,True,HO11232,6.2,Food,6.2,Neeleshwar
FB81229,Bloom Cafe,coffee-shop,True,HO10142,6.2,Food,6.2,Goa
FB80075,Peshawri,specialty-restaurant,True,HO10026,9.0,Food,8.8,Udaipur (RJ)
FB81109,Taikhana,coffee-shop,True,HO11882,5.8,Food,5.8,Jaipur
FB80673,Tentu,coffee-shop,True,HO10968,7.8,Food,7.8,Manali
FB81130,Haritam,coffee-shop,True,HO11753,5.6,Food,5.6,Bidar
FB80611,Zest,coffee-shop,True,HO10942,6.2,Food,6.2,Mysuru (Mysore)
FB81321,Old Loco,coffee-shop,True,HO10814,6.3,Food,6.3,Jodhpur
FB81369,The Roor,coffee-shop,True,HO12455,5.0,Food,5.0,Durgapur
FB80503,Food Exchange,coffee-shop,True,HO10304,8.0,Food,8.0,New Delhi
FB80831,Restaurant,multi-cuisine,True,HO11127,8.8,Food,8.8,New Delhi
FB80664,Verandah,coffee-shop,True,HO11011,8.0,Food,7.3,Goa
FB81259,Bloom Cafe,coffee-shop,True,HO10729,6.8,Food,6.8,Bengaluru
FB80821,Chai Lounge,coffee-shop,True,HO10991,4.6,Food,4.6,Namchi
FB80825,Dining Hall,coffee-shop,True,HO11102,8.6,Food,8.6,Panna
FB80337,Options,coffee-shop,True,HO10315,6.8,Food,6.8,Thiruvananthapuram (Trivandrum)
FB80834,Dining,coffee-shop,True,HO11442,6.2,Food,6.2,Udaipur (RJ)
FB81009,Gourmet,coffee-shop,True,HO10035,8.0,Food,8.0,Kochi (Cochin)
FB80631,Seasonal Tastes,coffee-shop,True,HO10847,4.6,Food,4.6,Gurgaon
FB80254,Cafe Pride,coffee-shop,True,HO10286,7.6,Food,7.6,New Delhi
FB81140,The Restaurant,coffee-shop,True,HO11307,5.8,Food,5.8,Kovalam
FB80712,Keraleeyam,coffee-shop,True,HO11103,6.6,Food,6.6,Kollam (Quilon)
FB80422,The Banni,coffee-shop,True,HO10813,6.9,Food,6.9,Bhuj
FB81537,The Lodge,coffee-shop,True,HO10816,7.2,Food,7.2,Palampur
FB80132,Viva,coffee-shop,True,HO10688,8.4,Food,8.4,Hyderabad
FB80263,Jai Niwas,coffee-shop,True,HO10425,6.6,Food,6.6,Mandawa
FB80684,Six O One,coffee-shop,True,HO11046,4.8,Food,4.8,Chennai
FB80826,Restaurant,multi-cuisine,True,HO11131,7.6,Food,7.6,Bharatpur
FB80537,Dining Room,coffee-shop,True,HO10837,8.0,Food,8.0,Dindigul
FB80387,Mira,coffee-shop,True,HO10226,9.0,Food,9.0,Puducherry (Pondicherry)
FB80642,The Resturant,coffee-shop,True,HO10947,6.8,Food,6.8,Jaipur
FB80004,Dawat-e-Zaika,coffee-shop,True,HO10002,6.0,Food,6.0,Agra
FB81544,Restaurant,coffee-shop,True,HO11852,5.5,Food,5.5,Jaipur
FB81248,The Mapple Room,coffee-shop,True,HO12212,4.8,Food,4.8,Udaipur (RJ)
FB80872,Ahaan,coffee-shop,True,HO11496,6.0,Food,6.0,Rameshwaram
FB80568,Restaurant,coffee-shop,True,HO10227,8.4,Food,8.4,Jaipur
FB80393,The Restaurant,coffee-shop,True,HO10463,7.0,Food,7.0,Puducherry (Pondicherry)
FB81274,The Grand Ayyanar,coffee-shop,True,HO12339,6.6,Food,6.6,Madurai
FB80438,Orchid,coffee-shop,True,HO10362,9.0,Food,8.4,Dharamshala
FB80868,Courtyard,coffee-shop,True,HO10179,8.5,Food,8.5,Samode
FB81413,Ghats Cafe,coffee-shop,True,HO12484,7.3,Food,7.3,Coorg (Kodagu)
FB80226,Cheetal,coffee-shop,True,HO10739,7.4,Food,7.4,Udaipur (RJ)
FB81471,WelcomCafe,coffee-shop,True,HO11139,6.6,Food,7.7,Sariska
FB81101,Chutney,coffee-shop,True,HO11739,5.6,Food,5.6,Goa
FB80954,Orchid,coffee-shop,True,HO11539,6.4,Food,6.4,Gurgaon
FB80818,Trupti,coffee-shop,True,HO11421,6.2,Food,6.2,Pushkar
FB81244,The Restaurant,coffee-shop,True,HO12320,6.0,Food,6.0,Puducherry (Pondicherry)
FB80201,Baradari,coffee-shop,True,HO10201,9.1,Food,9.1,Udaipur (RJ)
FB80921,Restaurant,coffee-shop,True,HO10986,7.0,Food,7.0,Amritsar
FB81611,Cellar 1612,coffee-shop,False,,9.6,Food,9.6,Goa
FB81617,Le Cirque Signature,specialty-restaurant,True,HO10387,8.3,Food,8.3,Mumbai
FB81554,Wasabi By Morimoto,specialty-restaurant,True,HO10531,8.2,Food,8.2,Mumbai
FB80873,Coral Reef,coffee-shop,True,HO11440,4.2,Food,4.2,Kanyakumari
FB81384,Naivedyam,coffee-shop,True,HO11139,6.7,Food,6.7,Sariska
FB80729,Zodiac,coffee-shop,True,HO11112,4.8,Food,4.8,Navi Mumbai
FB80093,Kwality,multi-cuisine,False,,1.0,Food,8.8,New Delhi
FB81597,Sky Deck,specialty-restaurant,True,HO10011,7.5,Food,7.5,Agra
FB81090,The Bay Bistro,coffee-shop,True,HO12025,8.2,Food,8.2,Puducherry (Pondicherry)
FB80118,Threesixtyone,coffee-shop,True,HO10324,9.0,Food,9.0,Gurgaon
FB80931,Sabor,coffee-shop,True,HO11529,4.6,Food,4.6,Palampur
FB81562,Verandah Cafe,multi-cuisine,True,HO10010,8.7,Food,8.7,Jaipur
FB80120,Latitude,coffee-shop,True,HO10682,8.8,Food,8.8,Goa
FB81096,Arkaa,coffee-shop,True,HO12200,5.4,Food,5.4,Jaipur
FB81426,Earth Pavilion,coffee-shop,True,HO12480,7.0,Food,7.0,Diu
FB80709,Hibiscus,coffee-shop,True,HO11051,6.0,Food,6.0,Goa
FB81618,The Vine,coffee-shop,True,HO11804,4.6,Food,4.6,Goa
FB80920,Tavolo Mondo,coffee-shop,True,HO10638,7.4,Food,7.4,Amritsar
FB80197,The 50 Mile Diet,coffee-shop,True,HO10397,7.9,Food,7.9,Thekkady (Periyar/Kumily)
FB81150,The Orchid Dining Room,coffee-shop,True,HO10154,6.9,Food,6.9,Darjeeling
FB80981,Salt,coffee-shop,True,HO11537,4.4,Food,4.4,Varanasi
FB81060,Mynt,coffee-shop,True,HO11851,6.8,Food,6.8,Kolkata
FB81091,The Restaurant,coffee-shop,True,HO12093,7.0,Food,7.0,Thiruvananthapuram (Trivandrum)
FB80488,Monsoon,coffee-shop,True,HO10571,6.2,Food,6.2,Bengaluru
FB80875,Hibiscus,coffee-shop,True,HO11492,3.9,Food,3.9,Agra
FB81122,Citrus Cafe,coffee-shop,True,HO11294,6.8,Food,6.8,Bandhavgarh
FB80615,Dining,coffee-shop,True,HO10237,8.8,Food,8.8,Kanha
FB81084,Cafe Samsara,coffee-shop,True,HO11829,5.8,Food,5.8,Kohima
FB80867,Dining Room,coffee-shop,True,HO10178,8.5,Food,8.5,Samode
FB80386,F.U.N.,coffee-shop,True,HO10482,6.0,Food,6.0,Puducherry (Pondicherry)
FB80505,The Restaurant,coffee-shop,True,HO10417,5.6,Food,5.6,Kochi (Cochin)
FB81150,The Orchid Dining Room,coffee-shop,True,HO10154,7.4,Food,7.4,Darjeeling
FB80919,Little Italy,specialty-restaurant,False,,8.6,Food,8.6,Jaipur
